Item Label,Image,Author,Submission DateTime,Year,Date,Instance Of Type Label,Longitude,Latitude,Inception,Admin Entity Label,Historic County Label
"Edinburgh, 5-7 Regent Road, Royal High School",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%205-7%20Regent%20Road%2C%20Royal%20High%20School.jpg,Wilmm,2017-09-24 14:43:27,2017,24,architectural structure,-3.17991,55.9537,N/A,City of Edinburgh,Midlothian
"Penicuik, Peebles Road, Penicuik Free Church",http://commons.wikimedia.org/wiki/Special:FilePath/Penicuik%20South%20Kirk%2C%20front%20view.jpg,Dawatters,2018-09-30 19:56:37,2018,30,church building,-3.22132,55.8227,1862-01-01T00:00:00Z,Midlothian,Midlothian
"Edinburgh, Candlemaker Row, Greyfriars Church, Churchyard, George Buchanan's Monument",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C-Candlemaker-Row%2C-Greyfriars-Church%2C-Churchyard%2C-George-Buchanan%27s-Monument-%28Q17570320%29.jpg,Andycatlincom,2017-09-29 19:41:44,2017,29,monument,-3.19223,55.9472,N/A,City of Edinburgh,Midlothian
"St Andrews, 71 North Street",http://commons.wikimedia.org/wiki/Special:FilePath/St%20Andrews%2C%2071%20North%20Street.jpg,Drkirstyross,2022-09-03 12:00:19,2022,3,architectural structure,-2.79386,56.3413,N/A,Fife; St Andrews,Fife
Equestrian statue of Charles II,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Charles%20II%20of%20England%20as%20Caesar%2C%20Edinburgh%20%28cropped%29.jpg,Ham II,2022-09-03 07:35:13,2022,3,sculpture,-3.19053,55.9492,1685-01-01T00:00:00Z,City of Edinburgh,Midlothian
"Edinburgh, 20 George Square",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2020%20George%20Square.jpg,Stinglehammer,2017-09-28 22:16:27,2017,28,architectural structure,-3.19062,55.9436,N/A,City of Edinburgh,Midlothian
Greyfriars Covenanters Prison,http://commons.wikimedia.org/wiki/Special:FilePath/DSCN4545%20Greyfriar%27s%20Kirkyard%20Covenanters%27%20Prison.jpg,AlasdairW,2019-09-30 22:46:26,2019,30,cemetery,-3.19227,55.9457,N/A,City of Edinburgh,Midlothian
Bourtie Parish Church,http://commons.wikimedia.org/wiki/Special:FilePath/Bourtie%20Church%2C%20side%20angle.JPG,Sagaciousphil,2013-09-28 16:04:29,2013,28,church building,-2.326111449,57.313885453,N/A,Aberdeenshire,Aberdeenshire
Budgate House,http://commons.wikimedia.org/wiki/Special:FilePath/Budgate%20House%2C%20Cawdor.jpg,Braveheart,2016-09-08 10:05:55,2016,8,house,-3.944903,57.520573,N/A,Highland,Inverness-shire
"Edinburgh, Teviot Place, University Of Edinburgh, Medical School, New Building",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%20Teviot%20Place%2C%20University%20Of%20Edinburgh%2C%20Medical%20School%2C%20New%20Building.jpg,Stinglehammer,2017-09-11 21:50:14,2017,11,university building,-3.19043,55.9448,N/A,City of Edinburgh,Midlothian
"Lamb Holm, Italian Chapel, Statue",http://commons.wikimedia.org/wiki/Special:FilePath/Lamb%20Holm%2C%20Italian%20Chapel%2C%20Statue.jpg,Stinglehammer,2020-09-26 13:39:24,2020,26,statue,-2.89069,58.8896,N/A,Orkney Islands,Orkney Islands
Statue of John Wilson,http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20-%20Edinburgh%2C%20East%20Princes%20Street%20Gardens%2C%20Professor%20John%20Wilson%20Statue%20-%2020140421192008.jpg,Enric,2018-09-24 22:53:16,2018,24,statue,-3.19509,55.9521,1863-01-01T00:00:00Z,City of Edinburgh,Midlothian
"Edinburgh, 41 Cowgate, Magdalen Chapel",http://commons.wikimedia.org/wiki/Special:FilePath/Magdalen%20Chapel%2C%20Cowgate%2C%20Edinburgh.jpg,Kangarooth,2018-09-06 13:27:11,2018,6,chapel,-3.19251,55.9479,N/A,City of Edinburgh,Midlothian
Kirkcudbright Tolbooth,http://commons.wikimedia.org/wiki/Special:FilePath/Tolbooth%2C%20Kirkcudbright.jpg,LornaMCampbell,2018-09-01 21:49:41,2018,1,tolbooth; local authority museum,-4.05571,54.8355,N/A,Dumfries and Galloway,Kirkcudbrightshire
"Edinburgh, 28-30 Croft An Righ, Croft An Righ House",http://commons.wikimedia.org/wiki/Special:FilePath/28%20Croft%20An%20Righ.jpg,Cromar,2017-09-22 11:32:51,2017,22,architectural structure,-3.17132,55.9541,N/A,City of Edinburgh,Midlothian
Signet Library,http://commons.wikimedia.org/wiki/Special:FilePath/Signet%20Library.jpg,Tartanqueen,2017-09-27 05:14:31,2017,27,library; specialized archive,-3.191429,55.949128,N/A,City of Edinburgh,Midlothian
"Edinburgh, Slateford Road, St Michael's Parish Church, Beadle's House",http://commons.wikimedia.org/wiki/Special:FilePath/St%20Michaels%20Parish%20Church%20Beadles%20House.jpg,Spillerjzy,2017-09-16 16:53:45,2017,16,house,-3.22773,55.9364,N/A,City of Edinburgh,Midlothian
"Edinburgh Castle, Portcullis Gate And Argyle Tower",http://commons.wikimedia.org/wiki/Special:FilePath/Argyle%20Tower%20-%20view%20of%20upper%20level%20from%20S.jpg,ArchHist,2018-09-30 10:18:03,2018,30,architectural structure,-3.1997,55.9489,N/A,City of Edinburgh,Midlothian
"Edinburgh, 12 Regent Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/12%20Regent%20Terr%201.jpg,Spillerjzy,2017-09-23 15:49:13,2017,23,terrace house,-3.17696,55.9547,N/A,City of Edinburgh,Midlothian
"Edinburgh, King's Bridge",http://commons.wikimedia.org/wiki/Special:FilePath/King%27s%20Bridge%20covered%20in%20snow.jpg,Cromar,2018-09-03 12:31:39,2018,3,road bridge,-3.20161,55.9475,N/A,City of Edinburgh,Midlothian
Broughton House,http://commons.wikimedia.org/wiki/Special:FilePath/Broughton%20House%2C%20Kirkcudbright.jpg,LornaMCampbell,2018-09-01 21:05:07,2018,1,townhouse (Great Britain),-4.05445,54.8369,N/A,Dumfries and Galloway,Kirkcudbrightshire
"Edinburgh, 20 Regent Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/20%20Regent%20Terrace.jpg,Spillerjzy,2017-09-23 15:38:38,2017,23,terrace house,-3.17606,55.9551,N/A,City of Edinburgh,Midlothian
"Edinburgh, Palmerston Place, Walpole Hall",http://commons.wikimedia.org/wiki/Special:FilePath/Walpole%20Hall%20Edinburgh.jpg,Tartanqueen21,2018-09-30 19:06:50,2018,30,building,-3.21702,55.9492,N/A,City of Edinburgh,Midlothian
Thomas Carlyle's Birthplace,http://commons.wikimedia.org/wiki/Special:FilePath/Arched%20House%2C%20Ecclefechan%20%28Thomas%20Carlyle%27s%20birthplace%29.jpg,Philbarker,2017-09-15 16:42:56,2017,15,house,-3.26425,55.0591,N/A,Dumfries and Galloway,Dumfriesshire
"Edinburgh, 5-7 Regent Road, Royal High School, Western Pavilion",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%205-7%20Regent%20Road%2C%20Royal%20High%20School%2C%20Western%20Pavilion.jpg,Wilmm,2017-09-24 14:44:29,2017,24,architectural structure,-3.18107,55.9533,N/A,City of Edinburgh,Midlothian
"Penicuik, Penicuik House, Stables",http://commons.wikimedia.org/wiki/Special:FilePath/New%20Penicuik%20House%20-%20view%20from%20SE.jpg,ArchHist,2018-09-30 22:13:55,2018,30,country house,-3.25145,55.8212,N/A,Midlothian,Midlothian
West Register House,http://commons.wikimedia.org/wiki/Special:FilePath/West%20Register%20House.jpg,Dziggy,2013-09-07 18:32:50,2013,7,former church; land registry building,-3.20937,55.9516,N/A,City of Edinburgh,Midlothian
"Edinburgh, 13 Bellevue Crescent, St Mary's Parish Church",http://commons.wikimedia.org/wiki/Special:FilePath/St%20Mary%27s%20Parish%20Church%20-%20view%20from%20E.jpg,ArchHist,2018-09-16 15:57:09,2018,16,church building,-3.19362,55.9602,N/A,City of Edinburgh,Midlothian
"Edinburgh, Holyrood Palace, James Iv's Tower",http://commons.wikimedia.org/wiki/Special:FilePath/JAMES%20IV%27S%20TOWER.jpg,Orhunkaradag,2014-09-30 22:07:21,2014,30,architectural structure,-3.17261,55.9529,N/A,City of Edinburgh,Midlothian
Holyrood Palace fountain,http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20-%20Edinburgh%2Cholyrood%20Palace%2C%20Palace%20Yard%2C%20Fountain%20-%2020140427104135.jpg,Enric,2018-09-18 23:29:16,2018,18,fountain,-3.17292,55.9526,N/A,City of Edinburgh,Midlothian
Allan Ramsay Monument,http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%20West%20Princes%20Street%20Gardens%2C%20Allan%20Ramsay%20Monument.jpg,Andrew Gray,2016-09-03 12:18:52,2016,3,statue; monument,-3.19733,55.9517,1850-01-01T00:00:00Z,City of Edinburgh,Midlothian
"Edinburgh, 16 Lutton Place, St Peter's Episcopal Church",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20St%20Peter%27s%20Church%20%28Episcopal%29.JPG,Ad Meskens,2013-09-11 21:13:18,2013,11,church building,-3.17876,55.9401,N/A,City of Edinburgh,Midlothian
"Prestongrange Colliery, Pumping Engine",http://commons.wikimedia.org/wiki/Special:FilePath/Prestongrange%20pump.jpg,Linkogecko,2019-09-19 14:13:18,2019,19,engine house,-3.00559,55.9518,N/A,East Lothian,East Lothian
St Bernard's Well,http://commons.wikimedia.org/wiki/Special:FilePath/DSCN4168%20St%20Bernard%27s%20Well%20from%20Dean%20Gardens.jpg,AlasdairW,2019-09-16 22:56:46,2019,16,water well,-3.21152,55.9553,N/A,City of Edinburgh,Midlothian
"Edinburgh, 3 Regent Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/3%20Regent%20Terr.jpg,Spillerjzy,2017-09-23 15:56:08,2017,23,architectural structure,-3.17794,55.9542,N/A,City of Edinburgh,Midlothian
"Edinburgh, Liberton Brae, Liberton Cemetery, War Memorial",http://commons.wikimedia.org/wiki/Special:FilePath/Liberton%20War%20Memorial%2C%20South%20Edinburgh.jpg,Stephencdickson,2015-09-27 20:30:10,2015,27,war memorial,-3.16338,55.9133,N/A,City of Edinburgh,Midlothian
"Edinburgh, Craighouse Road, Bevan House",http://commons.wikimedia.org/wiki/Special:FilePath/Craighouse%2C%20Bevan.jpg,SteinsplitterBot,2020-09-04 00:06:15,2020,4,architectural structure,-3.22684,55.922,N/A,City of Edinburgh,Midlothian
"Edinburgh, 17-19 Smith's Place",http://commons.wikimedia.org/wiki/Special:FilePath/DSCF2592%20Raimes%20Clark%20Offices.jpg,AlasdairW,2018-09-28 22:42:17,2018,28,office building,-3.17312,55.9671,N/A,City of Edinburgh,Midlothian
"Bressay, Gardie House, North West Pavilion",http://commons.wikimedia.org/wiki/Special:FilePath/Gardie%20House.jpg,Geograph Update Bot,2017-09-10 18:01:37,2017,10,pavilion,-1.123166,60.160114,N/A,Shetland Islands,Shetland Islands
"Edinburgh, 74 Belford Road, Scottish National Gallery Of Modern Art, South Lodge",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN6820%20National%20Gallery%20of%20Modern%20Art%20South%20Lodge.jpg,AlasdairW,2020-09-29 20:13:08,2020,29,gatehouse,-3.22529,55.951,N/A,City of Edinburgh,Midlothian
"Peterhead, Erroll Street, Old Parish Church",http://commons.wikimedia.org/wiki/Special:FilePath/Peterhead%20Old%20Parish%20Church%2005.jpg,Sagaciousphil,2013-09-02 18:08:00,2013,2,church building,-1.78271,57.5049,N/A,Aberdeenshire,Aberdeenshire
"Edinburgh, Slateford Road, St Michael's Parish Church",http://commons.wikimedia.org/wiki/Special:FilePath/St%20Michaels%20Parish%20Church%201.jpg,Spillerjzy,2017-09-16 16:56:19,2017,16,church building,-3.22732,55.9366,N/A,City of Edinburgh,Midlothian
University of Edinburgh Main Library,http://commons.wikimedia.org/wiki/Special:FilePath/30%20George%20Square%2C%20University%20Of%20Edinburgh%2C%20Main%20Library%2001.jpg,Stinglehammer,2017-09-24 12:29:15,2017,24,academic library; library building; publisher,-3.18878,55.9428,N/A,City of Edinburgh,Midlothian
Dumfries Old Bridge,http://commons.wikimedia.org/wiki/Special:FilePath/Devorgilla%20bridge.jpg,Grant McIntosh Photography,2018-09-20 21:31:33,2018,20,road bridge,-3.61619,55.0682,N/A,Dumfries and Galloway,Kirkcudbrightshire
Gelston Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Gelston%20Castle%20-%20general%20view%20from%20S.jpg,ArchHist,2018-09-02 14:44:31,2018,2,castle,-3.90863,54.9048,N/A,Dumfries and Galloway,Kirkcudbrightshire
"Edinburgh, Craighouse Road, South Craig House",http://commons.wikimedia.org/wiki/Special:FilePath/Craig%20house%2C%20South%20Craig.jpg,SteinsplitterBot,2020-09-04 00:06:09,2020,4,architectural structure,-3.22674,55.9215,N/A,City of Edinburgh,Midlothian
Dumfries Old Bridge,http://commons.wikimedia.org/wiki/Special:FilePath/Devorgilla%20bridge.jpg,Grant McIntosh Photography,2018-09-20 21:31:33,2018,20,road bridge,-3.61619,55.0682,N/A,Dumfries and Galloway,Dumfriesshire
Equestrian statue of the Duke of Wellington,http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20-%20Edinburgh%2C%20Princes%20Street%2C%20General%20Register%20House%2C%20Duke%20Of%20Wellington%20Statue%20-%2020140421001329.jpg,Enric,2018-09-24 13:47:09,2018,24,sculpture,-3.18917,55.9535,1848-01-01T00:00:00Z,City of Edinburgh,Midlothian
"Edinburgh, Teviot Row, University Of Edinburgh, Reid School Of Music",http://commons.wikimedia.org/wiki/Special:FilePath/Reid%20School%20Of%20Music%20-%20University%20of%20Edinburgh.jpg,Lcsrns,2017-09-29 19:36:27,2017,29,university building,-3.18929,55.9449,N/A,City of Edinburgh,Midlothian
William Henry Miller Mausoleum,http://commons.wikimedia.org/wiki/Special:FilePath/Miller%20Mausoleum%20full%20view%20with%20inscription.jpg,Catkop,2018-09-14 09:45:39,2018,14,monument,-3.13717,55.9571,N/A,City of Edinburgh,Midlothian
"Edinburgh, 19 Carlton Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2019%20Carlton%20Terrace.jpg,Wilmm,2017-09-24 20:17:36,2017,24,terrace house,-3.17498,55.9566,N/A,City of Edinburgh,Midlothian
"Edinburgh, Calton Hill, City Observatory, City Dome",http://commons.wikimedia.org/wiki/Special:FilePath/City%20Dome%20-%20City%20Observatory%20of%20Edinburgh%20-%2001.jpg,Kadellar,2014-09-19 17:02:03,2014,19,observatory,-3.18316,55.9552,N/A,City of Edinburgh,Midlothian
"Pittendrum, Mains Of Pittendrum House",http://commons.wikimedia.org/wiki/Special:FilePath/Mains%20of%20Pittendrum%20House%2003.JPG,Sagaciousphil,2013-09-13 15:03:18,2013,13,farmhouse,-2.0613,57.6929,N/A,Aberdeenshire,Aberdeenshire
"Edinburgh, Carrington Road, Fettes College",http://commons.wikimedia.org/wiki/Special:FilePath/FETTES%20COLLEGE.jpg,Orhunkaradag,2014-09-30 22:49:36,2014,30,school building,-3.22629,55.964,N/A,City of Edinburgh,Midlothian
"Canongate, 1 And 2 Chessel's Court (w Block)",http://commons.wikimedia.org/wiki/Special:FilePath/Canongate%2C%201%20And%202%20Chessel%27s%20Court%20%28w%20Block%29.jpg,Drkirstyross,2023-09-22 07:43:21,2023,22,tenement,-3.18304,55.9509,N/A,City of Edinburgh,Midlothian
"Edinburgh, 15 Braid Road, Morningside South United Free Church",http://commons.wikimedia.org/wiki/Special:FilePath/Cluny%20Church%20Centre.JPG,ToyHorse,2013-09-27 15:13:20,2013,27,church building,-3.20882,55.9236,N/A,City of Edinburgh,Midlothian
"Edinburgh, Queensferry Road, Daniel Stewart's And Melville College, Library Lodge",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN2003%20Daniel%20Stewart%27s%20And%20Melville%20College%20Library%20Lodge.jpg,AlasdairW,2018-09-29 22:03:45,2018,29,lodge,-3.22677,55.9547,N/A,City of Edinburgh,Midlothian
Burns Monument,http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20Burns%20Monument%20with%20heather.JPG,AlasdairW,2014-09-28 22:51:19,2014,28,monument,-3.17835,55.9535,N/A,City of Edinburgh,Midlothian
"Edinburgh, 33, 34, 35 Castle Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/Castle%20Terrace%2C%20Edinburgh%202.jpg,LornaMCampbell,2017-09-28 21:59:55,2017,28,tenement,-3.20266,55.9469,N/A,City of Edinburgh,Midlothian
"Edinburgh, 5, 6 Haddington Place",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%205%2C%206%20Haddington%20Place.jpg,Wilmm,2017-09-24 16:52:40,2017,24,tenement,-3.18381,55.9594,N/A,City of Edinburgh,Midlothian
"Edinburgh, Waterloo Place, Old Calton Burial Ground, North Section",http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Calton%20Burial%20Ground%2C%20North%20Section%2001.jpg,Kristijrn,2017-09-20 07:15:08,2017,20,cemetery,-3.18615,55.9541,N/A,City of Edinburgh,Midlothian
Signet Library,http://commons.wikimedia.org/wiki/Special:FilePath/Signet%20Library.jpg,Tartanqueen,2017-09-27 05:14:31,2017,27,library; specialized archive,-3.19154,55.9491,N/A,City of Edinburgh,Midlothian
"Edinburgh, 15 Carlton Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2015%20Carlton%20Terrace.jpg,Wilmm,2017-09-24 20:23:49,2017,24,terrace house,-3.17439,55.9566,N/A,City of Edinburgh,Midlothian
Edinburgh Castle Esplanade,http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20Castle%20Esplanade%201.jpg,GarDav,2017-09-18 15:56:42,2017,18,architectural structure; open-air event venue,-3.19738,55.94867,1753-01-01T00:00:00Z,City of Edinburgh,Midlothian
"Dumfries, Church Street, Burgh Museum And Observatory",http://commons.wikimedia.org/wiki/Special:FilePath/Observatory%201.jpg,Grant McIntosh Photography,2018-09-21 13:49:39,2018,21,museum building,-3.61455,55.0652,N/A,Dumfries and Galloway,Kirkcudbrightshire
White House,http://commons.wikimedia.org/wiki/Special:FilePath/Fife%20-%20Anstruther%20Wester%2C%201%20The%20Esplanade%2C%20The%20White%20House%20-%2020210902164448.jpg,Dbrooke1829,2022-09-18 10:53:28,2022,18,house,-2.70314,56.222,N/A,Fife,Fife
Flowerdale And Westerdale House,http://commons.wikimedia.org/wiki/Special:FilePath/Flowerdale%20House%20%28geograph%203266054%29.jpg,File Upload Bot (Magnus Manske),2013-09-02 00:53:29,2013,2,house,-5.67149,57.7147,N/A,Highland,Ross-shire
"Edinburgh, Royal Botanic Garden, Memorial To Sir Charles Linnaeus",http://commons.wikimedia.org/wiki/Special:FilePath/Memorial%20to%20Sir%20Charles%20Linnaeus.JPG,Afmell,2013-09-29 18:19:43,2013,29,memorial,-3.20742,55.9668,N/A,City of Edinburgh,Midlothian
"Edinburgh, Leith Walk, 18 - 22 Haddington Place",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%20Leith%20Walk%2C%2018%20-%2022%20Haddington%20Place.jpg,Wilmm,2017-09-24 16:57:29,2017,24,architectural structure,-3.18275,55.9602,N/A,City of Edinburgh,Midlothian
"Strichen, High Street, Town Hall",http://commons.wikimedia.org/wiki/Special:FilePath/Strichen%20Town%20House%2005.jpg,Sagaciousphil,2013-09-04 09:18:33,2013,4,building,-2.09075,57.586472,1816-01-01T00:00:00Z,Aberdeenshire,Aberdeenshire
"Edinburgh, 24 Regent Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/24%20Regent%20Terrace.jpg,Spillerjzy,2017-09-23 15:32:59,2017,23,terrace house,-3.17558,55.9552,N/A,City of Edinburgh,Midlothian
King James VI Hospital,http://commons.wikimedia.org/wiki/Special:FilePath/King%20James%20VI%20Hospital%20%28geograph%203726022%29.jpg,Plucas58,2017-09-30 16:42:23,2017,30,hospital building; former hospital,-3.4351,56.3948,1748-01-01T00:00:00Z,Perth and Kinross,Perthshire
Statue of William Pitt the Younger,http://commons.wikimedia.org/wiki/Special:FilePath/Nationwide%20and%20Pitt.jpg,EugenStoica,2019-09-28 21:13:04,2019,28,statue,-3.2004,55.953,1831-01-01T00:00:00Z,City of Edinburgh,Midlothian
"Galashiels, Kingsknowe Drive, Kingsknowes Hotel",http://commons.wikimedia.org/wiki/Special:FilePath/Galashiels%2C%20...Kingsknowe%20Drive%2C%20Kingsknowes%20Hotel.jpg,Victuallers,2023-09-06 13:30:33,2023,6,hotel,-2.78338,55.6037,N/A,Scottish Borders,Selkirkshire
"St Andrews, North Street, St Salvator's College Church, Hebdomadar's Building",http://commons.wikimedia.org/wiki/Special:FilePath/St%20Andrews%2C%20North%20Street%2C%20St%20Salvator%27s%20College%20Church%2C%20Hebdomadar%27s%20Building.jpg,Drkirstyross,2022-09-03 11:56:18,2022,3,building,-2.79478,56.3415,N/A,Fife; St Andrews,Fife
"2, 4 Charlotte Place, Perth",http://commons.wikimedia.org/wiki/Special:FilePath/2-4%20Charlotte%20Place%2C%20Perth.jpg,AllyD,2021-09-04 18:01:14,2021,4,shop; tenement,-3.42881,56.3986,N/A,Perth and Kinross,Perthshire
"Edinburgh, 5-7 Regent Road, Royal High School, Eastern Pavilion",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%205-7%20Regent%20Road%2C%20Royal%20High%20School%2C%20Eastern%20Pavilion.jpg,Wilmm,2017-09-24 14:33:29,2017,24,architectural structure,-3.17931,55.9536,N/A,City of Edinburgh,Midlothian
"Edinburgh, Abbey Strand, Thomson's Court",http://commons.wikimedia.org/wiki/Special:FilePath/Abbey%20Strand.jpg,Cromar,2017-09-22 11:40:56,2017,22,tenement,-3.17416,55.9529,N/A,City of Edinburgh,Midlothian
"Edinburgh, 15 Regent Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/15%20Regent%20Terrace%201.jpg,Spillerjzy,2017-09-23 15:45:04,2017,23,terrace house,-3.17663,55.9548,N/A,City of Edinburgh,Midlothian
"Edinburgh, Leith Walk, 28 - 32 Haddington Place",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%20Leith%20Walk%2C%2028%20-%2032%20Haddington%20Place.jpg,Wilmm,2017-09-24 17:06:17,2017,24,shop; tenement,-3.18231,55.9605,N/A,City of Edinburgh,Midlothian
